customer_id,Customer_Age,Income_Category,Total_Relationship_Count,Total_Trans_Amt,Total_Trans_Ct,Months_Inactive_12_mon,cluster,churned,churn_probability,propensity_score,targeting_band
714967233,52,$120K +,3,2109,47,2,2,1,0.9080645,,
767587833,44,$120K +,3,4599,75,1,0,0,0.0044057355,,
714954033,29,Less than $40K,5,2675,57,2,2,0,0.07952797,,
716154258,48,$60K - $80K,3,2023,37,2,2,0,0.08281875,,
755399433,43,$80K - $120K,6,4549,68,1,3,0,0.00055589835,,
709876008,49,Less than $40K,3,1803,49,1,0,0,0.0075311647,,
709918158,43,$80K - $120K,5,2028,51,6,2,0,0.41014692,,
713350908,41,$40K - $60K,5,3636,68,3,0,0,0.0027593866,,
715759458,43,$80K - $120K,6,4066,74,2,3,0,0.0010799381,,
713976258,51,Less than $40K,4,3102,63,1,0,0,0.0026584412,,
790174608,37,$80K - $120K,6,2660,70,3,3,0,0.001595878,,
771335358,37,$40K - $60K,3,3161,54,3,2,0,0.105494626,,
708382083,49,$80K - $120K,6,2584,60,2,3,0,0.34695065,,
771829758,36,$80K - $120K,6,2143,46,3,2,0,0.32263252,,
767333808,50,Less than $40K,5,4929,74,3,2,0,0.020596076,,
721385433,64,Less than $40K,3,1662,39,3,2,0,0.022231422,,
794293908,36,Unknown,3,2847,67,2,3,0,0.008844516,,
720409608,45,$120K +,6,1717,39,2,2,0,0.012522364,,
717830583,41,$80K - $120K,6,4101,88,3,3,0,0.0008416104,,
715455708,47,$80K - $120K,3,2361,49,3,2,0,0.51256174,,
719108358,39,$80K - $120K,5,2783,56,2,3,0,0.008467373,,
769323183,51,$120K +,6,2086,44,2,2,0,0.362329,,
820020258,55,$40K - $60K,5,1778,40,3,2,0,0.28988305,,
719234883,57,$120K +,5,3990,88,3,3,0,0.00071689027,,
807349158,36,$120K +,4,2243,60,3,2,0,0.012518238,,
710799783,35,$120K +,4,3143,60,3,2,0,0.008867398,,
778456983,38,Less than $40K,5,1823,49,3,2,0,0.37602466,,
708644208,39,$40K - $60K,5,3355,77,2,2,0,0.0015833148,,
711659958,65,$40K - $60K,4,1594,36,2,0,0,0.0009767035,,
798988983,51,Less than $40K,6,3553,78,3,3,0,0.0006102185,,
710760258,50,Less than $40K,4,4740,81,3,2,0,0.0020631861,,
799700208,38,$60K - $80K,5,3732,70,1,3,0,0.00015704853,,
772401933,36,Less than $40K,3,3569,62,3,3,0,0.01232239,,
787460883,41,$40K - $60K,3,1234,34,3,2,1,0.9121767,,
770937183,40,Less than $40K,3,3502,87,1,3,0,0.00011638453,,
715468083,40,Unknown,3,3146,66,2,2,0,0.0021902118,,
807161508,26,Less than $40K,6,2804,52,3,0,0,0.00879576,,
772268058,46,Less than $40K,5,3129,69,2,0,0,0.0015068308,,
710166783,49,Less than $40K,3,4277,80,3,3,0,0.00047702945,,
804820233,38,$80K - $120K,6,2763,62,3,3,0,0.009308434,,
708758658,49,$80K - $120K,5,3951,76,1,3,0,0.00071856304,,
714011358,38,$80K - $120K,5,2876,60,1,3,0,0.044246335,,
712401033,36,Less than $40K,4,2186,59,3,0,0,0.060875252,,
771212508,34,Less than $40K,6,2825,93,3,3,0,0.00039914632,,
821150958,52,$80K - $120K,3,3452,66,1,3,0,0.0018410727,,
792272658,40,$80K - $120K,3,3756,73,3,2,0,0.0011396746,,
809818008,36,$80K - $120K,3,2300,60,3,2,0,0.03880107,,
803231058,53,Less than $40K,5,4294,66,1,3,0,0.0023833232,,
715698633,40,Less than $40K,3,2341,57,1,0,0,0.051000003,,
720450108,54,$40K - $60K,5,1585,37,1,3,0,0.024034632,,
719076858,34,$60K - $80K,5,2651,81,1,0,0,0.0011131661,,
720016308,62,Less than $40K,4,4199,77,2,0,0,0.00033051363,,
712443558,39,Unknown,6,1994,57,1,3,0,0.026017593,,
711835758,50,$120K +,4,1756,35,5,2,0,0.638173,,
709284333,36,$120K +,6,2546,62,3,3,0,0.008307097,,
788122533,56,Less than $40K,6,1336,32,2,3,0,0.013926848,,
709206333,44,$40K - $60K,3,1558,40,4,2,1,0.96128553,,
713039808,45,Less than $40K,3,1801,48,2,3,0,0.27429244,,
801700233,36,$120K +,4,3140,74,3,0,0,0.00046886367,,
716815308,44,Less than $40K,4,3942,69,2,2,0,0.00057841337,,
821149008,52,$80K - $120K,6,1661,40,2,2,1,0.46029836,,
720580383,50,Less than $40K,3,3637,80,2,3,0,0.00087861944,,
780202908,53,Less than $40K,3,2833,70,3,2,0,0.017804231,,
787504158,36,Less than $40K,4,1755,42,3,0,0,0.018580033,,
716183283,27,Less than $40K,5,3563,70,3,0,0,0.00064427295,,
824168808,31,Unknown,4,2271,60,6,2,0,0.009927768,,
712936908,36,$60K - $80K,3,2969,88,1,3,0,0.00015313442,,
719855958,41,$60K - $80K,6,3367,66,1,3,0,0.00070879614,,
710112933,28,$60K - $80K,6,2580,61,3,3,0,0.003298159,,
768364233,59,$40K - $60K,6,1505,33,2,2,0,0.012562955,,
771725808,43,$80K - $120K,5,3395,71,1,2,0,0.0008610647,,
780686358,41,$60K - $80K,3,3798,58,1,0,0,0.0015537745,,
712762758,46,$60K - $80K,4,3179,79,2,3,0,0.0002711311,,
714392808,51,$80K - $120K,3,3504,62,4,2,0,0.013005809,,
713089458,44,Less than $40K,5,3411,78,2,3,0,0.0008914558,,
826780683,40,$60K - $80K,6,3943,85,2,3,0,0.0005342262,,
780251658,32,$40K - $60K,4,2395,57,1,3,0,0.06482721,,
772273983,48,$40K - $60K,1,2138,40,3,2,1,0.99683017,0.40580052,Low priority
737944908,58,$60K - $80K,4,1599,36,2,2,0,0.0039679124,,
720688158,37,Less than $40K,3,2751,68,2,2,0,0.051830653,,
719902908,51,$80K - $120K,3,1434,31,3,2,1,0.9823171,,
771682533,43,Less than $40K,4,3928,75,3,3,0,0.0024066784,,
708193008,41,$80K - $120K,3,1616,43,3,2,0,0.30450347,,
772449858,51,$40K - $60K,5,3849,70,3,2,0,0.0045352164,,
715992558,52,$80K - $120K,4,1968,59,2,3,0,0.061030004,,
708502908,61,$60K - $80K,5,3925,88,2,3,0,0.00092957716,,
720132258,49,$120K +,6,3422,78,1,2,0,0.0006615168,,
708704433,36,Unknown,6,2812,77,3,0,0,0.00039618826,,
720906033,35,$40K - $60K,5,2987,52,4,2,0,0.007821444,,
719961183,63,Less than $40K,5,1550,33,3,0,0,0.0032927478,,
718838808,36,Less than $40K,6,2720,48,3,0,0,0.0027086341,,
710268858,33,Less than $40K,5,3162,99,1,0,0,0.00020012983,,
788360283,33,$80K - $120K,4,2557,55,1,3,0,0.06251833,,
717914808,65,Unknown,4,4044,66,3,2,0,0.0043227174,,
802884933,61,$60K - $80K,6,1665,32,2,2,0,0.0053411988,,
714436383,44,$80K - $120K,4,4222,75,3,3,0,0.004049481,,
718785483,38,$80K - $120K,6,4238,85,3,3,0,0.0013294447,,
708816408,41,$80K - $120K,4,3063,71,6,2,0,0.007536997,,
715363908,44,Less than $40K,4,3658,70,1,3,0,0.00039846217,,
709163358,41,$60K - $80K,2,1727,35,3,2,1,0.9956612,0.37036887,Low priority
827643858,45,Less than $40K,6,3212,64,2,3,0,0.06397437,,
711251133,37,$80K - $120K,5,2990,55,2,3,0,0.024218004,,
716896833,51,$80K - $120K,3,1976,35,1,2,0,0.015187907,,
789193383,65,Less than $40K,3,3495,70,1,0,0,0.0002302664,,
712801758,37,$40K - $60K,6,3052,63,1,0,0,0.008702232,,
719836083,54,$60K - $80K,3,1543,34,4,2,0,0.12123202,,
718291233,46,$80K - $120K,5,4314,67,1,3,0,0.0014632883,,
718682883,41,$80K - $120K,3,4478,76,3,3,0,0.0054076025,,
771503958,49,$40K - $60K,5,4089,72,1,0,0,0.00047258206,,
771960708,51,$80K - $120K,3,3591,80,2,0,0,0.00061553024,,
717427983,50,Less than $40K,4,2682,64,3,2,0,0.36251408,,
712737108,48,Unknown,4,4221,75,1,3,0,0.00044352846,,
771599283,53,$80K - $120K,3,1606,32,2,2,0,0.004916159,,
717237708,54,$60K - $80K,3,3982,58,3,2,0,0.018335726,,
710703708,46,$40K - $60K,6,2961,56,3,3,0,0.31304872,,
712513458,47,Less than $40K,4,3150,70,1,2,0,0.0024350237,,
709690158,52,Less than $40K,6,1470,33,1,0,0,0.034261398,,
709959858,43,Less than $40K,6,3825,63,3,2,0,0.05945987,,
720683958,41,$80K - $120K,6,4077,67,2,3,0,0.0022894691,,
780704358,34,$60K - $80K,4,4014,73,3,3,0,0.00057881424,,
717843783,33,Less than $40K,4,2338,71,3,3,0,0.0028335708,,
718318383,49,$60K - $80K,6,4251,69,3,0,0,0.0010974135,,
708849858,44,$120K +,4,3683,73,1,2,0,0.0002937941,,
712652283,36,$80K - $120K,4,3030,74,1,3,0,0.0009874688,,
793461933,37,$80K - $120K,4,2835,57,2,3,0,0.037477154,,
720084183,46,$120K +,5,3018,75,2,2,0,0.017917663,,
767114958,65,Less than $40K,4,3250,70,2,0,0,0.0017101394,,
709216533,52,$80K - $120K,6,3142,64,3,2,0,0.009899265,,
720897783,50,$120K +,6,2776,59,2,2,0,0.028852109,,
773503308,59,Less than $40K,5,4010,79,5,0,0,0.00089056016,,
719963433,37,Unknown,3,3676,77,2,3,0,0.0004274034,,
708139833,40,$60K - $80K,4,2323,44,2,2,1,0.9860982,,
710664558,40,Less than $40K,5,3927,73,2,2,0,0.0016744973,,
713687508,59,$60K - $80K,5,3159,69,2,2,0,0.0016735482,,
816312633,52,$40K - $60K,6,2349,66,3,2,0,0.1887264,,
712019883,43,Unknown,5,3337,69,3,3,0,0.001919623,,
718216008,48,$60K - $80K,5,3275,60,2,2,0,0.015154151,,
718345233,45,Less than $40K,6,1904,41,3,0,0,0.92544997,,
771228183,30,Less than $40K,4,3294,87,1,3,0,0.00094205176,,
789430083,41,$40K - $60K,6,4470,83,1,3,0,0.0002580182,,
779524833,51,$80K - $120K,4,3640,59,3,0,0,0.017499799,,
823621083,46,$120K +,3,3948,74,3,2,0,0.0021030558,,
715563558,50,$120K +,3,2533,62,3,3,0,0.0073974803,,
715424283,31,Less than $40K,5,3059,50,2,3,0,0.2915306,,
807209808,48,$60K - $80K,6,3739,68,2,0,0,0.000598822,,
716578158,39,Less than $40K,6,3205,49,2,2,0,0.010371748,,
708911508,50,Less than $40K,3,3446,71,3,3,0,0.00331057,,
717332733,47,$80K - $120K,5,2851,80,2,3,0,0.010944742,,
710681808,53,$80K - $120K,6,2484,52,3,3,0,0.21638474,,
708740808,45,$40K - $60K,5,2949,54,3,3,0,0.19286558,,
711728208,46,$120K +,4,4143,68,1,3,0,0.0009952242,,
720562008,34,$80K - $120K,4,2759,65,3,3,0,0.0059979158,,
709012083,39,Less than $40K,3,2010,45,3,2,0,0.29343486,,
771073908,62,$40K - $60K,4,1406,27,1,2,0,0.05626957,,
718174908,53,Less than $40K,4,1458,29,3,0,0,0.0033852886,,
709550958,51,$60K - $80K,3,2689,62,1,2,0,0.08379652,,
720411183,34,Unknown,6,3042,66,1,3,0,0.00026551593,,
720776508,44,$40K - $60K,4,4248,65,3,3,0,0.0048270226,,
755615208,49,$120K +,5,4084,66,3,3,0,0.0045694266,,
708147108,26,Unknown,6,2309,71,1,3,0,0.0014191956,,
827476983,56,Less than $40K,3,1865,42,5,0,1,0.86761826,,
716682258,52,$120K +,4,3650,62,3,2,0,0.005850798,,
708563433,65,Unknown,3,1616,32,6,2,1,0.9495211,,
772277508,65,Less than $40K,4,3292,52,2,3,0,0.018717017,,
712515558,35,$60K - $80K,3,2834,77,2,3,0,0.0005382177,,
719342808,48,$80K - $120K,4,3750,76,2,3,0,0.000899401,,
788957358,53,$40K - $60K,3,4224,77,3,0,0,0.0010373791,,
778386033,38,$60K - $80K,6,2068,34,3,2,0,0.17908432,,
820060758,50,Less than $40K,4,3651,59,2,2,0,0.018179417,,
713271708,46,Less than $40K,5,4454,74,2,3,0,0.0022525266,,
720555483,48,$80K - $120K,3,4100,79,3,3,0,0.0010031187,,
709405758,36,$60K - $80K,4,1965,49,3,0,0,0.21381521,,
769463433,41,Less than $40K,6,3593,71,3,3,0,0.0024000704,,
786087633,60,$60K - $80K,4,1650,34,1,0,0,0.002434285,,
738627708,49,Unknown,5,1838,42,3,2,1,0.96850306,,
719527833,45,Unknown,6,3886,70,3,3,0,0.002604332,,
715921758,36,$60K - $80K,5,2882,68,3,3,0,0.03369753,,
717280158,49,Less than $40K,3,3332,60,3,2,0,0.009611476,,
714179658,43,$120K +,3,1996,48,1,2,0,0.23232362,,
806637558,58,$60K - $80K,5,1539,40,2,2,0,0.116861135,,
714828708,46,$80K - $120K,3,3656,88,1,3,0,0.00015933021,,
711989358,50,$80K - $120K,4,3811,62,2,3,0,0.0019366717,,
720188508,43,$60K - $80K,3,4071,64,2,2,0,0.0051437067,,
719528958,57,$40K - $60K,3,4134,71,1,3,0,0.00029614594,,
713110908,30,Less than $40K,3,1719,45,6,2,0,0.0027536976,,
721179708,48,Less than $40K,4,4422,76,2,2,0,0.015539811,,
716363658,51,$120K +,4,3920,84,2,2,0,0.0012288099,,
711443808,46,$60K - $80K,6,4068,53,1,0,0,0.00400779,,
778952058,46,$80K - $120K,4,3435,56,2,2,0,0.012510842,,
713642133,45,$40K - $60K,6,4558,60,3,0,0,0.004510893,,
778908783,52,$80K - $120K,3,1427,25,3,2,0,0.23442173,,
778170633,48,$80K - $120K,6,3661,71,2,3,0,0.0016863365,,
714670533,47,$80K - $120K,3,3069,62,1,2,0,0.017758003,,
771833433,49,$80K - $120K,3,2063,48,2,2,1,0.9332496,,
772758783,43,$80K - $120K,5,3343,60,1,2,0,0.0013682207,,
788959758,47,$40K - $60K,3,3451,59,2,3,0,0.017278641,,
716878533,55,$80K - $120K,4,1425,33,1,2,0,0.0015422374,,
713267133,41,Less than $40K,3,3088,65,1,3,0,0.0027652318,,
716263533,44,$80K - $120K,3,3166,72,2,0,0,0.0009710875,,
719026383,35,Less than $40K,3,3135,59,1,3,0,0.0062178466,,
821755233,40,Unknown,5,3441,69,5,2,0,0.00076433097,,
709683633,32,Less than $40K,4,2914,67,1,3,0,0.014798625,,
714318033,50,$60K - $80K,5,3321,57,1,3,0,0.0015245149,,
828291858,38,$60K - $80K,6,2381,40,3,2,1,0.9270154,,
779647608,39,$120K +,5,4199,92,2,3,0,0.00041210512,,
787605558,48,Less than $40K,6,3489,81,2,3,0,0.001313343,,
771534408,52,Less than $40K,4,3897,74,3,0,0,0.0038371375,,
716219808,49,$60K - $80K,5,1742,41,2,2,0,0.6706474,,
715690908,46,Less than $40K,4,3418,78,3,3,0,0.0011924527,,
789125733,38,Less than $40K,4,2114,53,2,2,0,0.34706798,,
717271983,60,$80K - $120K,6,3261,64,3,3,0,0.005331371,,
709695333,48,$80K - $120K,3,3577,82,2,3,0,0.00040424365,,
712233183,45,Less than $40K,3,3244,62,3,0,0,0.009079338,,
716645883,47,$60K - $80K,3,4297,68,2,3,0,0.0012258476,,
711762408,43,$40K - $60K,4,4023,63,1,3,0,0.0035903412,,
818305008,41,$40K - $60K,6,3978,89,1,3,0,0.00028825528,,
788159433,53,$60K - $80K,5,3855,70,1,3,0,0.0013438432,,
709104333,50,$120K +,5,2687,64,2,2,0,0.089430176,,
708112008,56,$80K - $120K,4,1661,35,2,2,0,0.14641482,,
714731208,63,$40K - $60K,6,4050,58,2,0,0,0.0089062685,,
710006958,53,Less than $40K,6,4755,69,2,3,0,0.0072831316,,
815062383,35,Less than $40K,3,1914,33,3,2,0,0.5963924,,
778447908,51,$80K - $120K,3,4136,65,1,3,0,0.0014675481,,
720725058,51,Less than $40K,1,1375,33,3,2,1,0.9486785,0.5834696,Priority
803415183,44,$80K - $120K,3,4614,76,3,3,0,0.003800952,,
708582858,38,$60K - $80K,3,2958,63,3,2,0,0.11506897,,
779833908,40,Unknown,6,4095,67,2,3,0,0.0011925242,,
818687958,48,$80K - $120K,5,4462,88,3,3,0,0.0005174288,,
708714108,42,Less than $40K,5,1894,49,2,2,0,0.27526942,,
754872333,50,$120K +,3,4740,88,1,3,0,0.0009196023,,
718637208,54,Less than $40K,3,1689,36,2,0,0,0.021974243,,
816772908,38,$60K - $80K,6,4533,78,1,3,0,0.00018491235,,
711935283,55,$80K - $120K,3,1427,36,1,2,1,0.8799241,,
716950758,46,$60K - $80K,1,1657,43,3,2,1,0.96615,0.4637801,Test
716497908,49,Unknown,3,3698,65,1,3,0,0.0019192183,,
809358708,38,$80K - $120K,6,3514,63,2,3,0,0.0027547285,,
716037708,50,$60K - $80K,6,3240,54,3,2,0,0.16341655,,
717804783,40,Less than $40K,5,4160,70,3,3,0,0.0004976573,,
715338783,32,$60K - $80K,4,3018,80,2,3,0,0.0018100336,,
779645658,49,$60K - $80K,3,3607,59,1,2,0,0.0020824822,,
787565433,53,$80K - $120K,4,1494,36,2,2,0,0.032860786,,
717287883,57,$80K - $120K,6,1532,24,2,2,0,0.19327977,,
715746633,64,Less than $40K,3,4256,70,1,3,0,0.0037100068,,
720635883,34,$80K - $120K,6,2902,60,3,3,0,0.010082493,,
710077008,43,$120K +,5,3522,74,3,3,0,0.00128019,,
804437658,42,Less than $40K,4,3413,66,2,3,0,0.0040656286,,
780000258,48,$120K +,4,4172,84,2,2,0,0.0015001105,,
825785508,49,$120K +,3,4890,64,2,3,0,0.026237568,,
720252858,57,$60K - $80K,6,3396,63,3,3,0,0.009231473,,
710017758,44,$40K - $60K,5,3784,67,2,2,0,0.0137793105,,
711750183,63,Less than $40K,4,3640,56,1,3,0,0.004493981,,
718364283,43,$60K - $80K,3,3602,72,2,3,0,0.005919029,,
711638658,33,$40K - $60K,4,2878,63,1,3,0,0.0015690179,,
711046383,55,$80K - $120K,5,3542,60,1,3,0,0.00059217354,,
720877083,50,$80K - $120K,6,3323,66,1,3,0,0.0005057732,,
715662258,49,Less than $40K,3,3777,75,1,0,0,0.00016185062,,
715570533,48,$120K +,2,1632,44,2,2,1,0.9984113,0.20248425,Low priority
758202858,47,Less than $40K,4,3453,72,2,2,0,0.0011775548,,
712872183,35,Less than $40K,4,2464,92,2,3,0,0.0007429293,,
710014683,31,Less than $40K,3,2807,65,3,3,0,0.020579077,,
716934333,50,$80K - $120K,3,3556,68,1,2,0,0.0012158697,,
778523733,38,$80K - $120K,6,3625,73,1,3,0,0.00023823236,,
716353083,39,$60K - $80K,4,4444,72,2,3,0,0.0013146093,,
753642933,52,Less than $40K,3,4293,83,3,0,0,0.00016119529,,
708151008,49,$40K - $60K,5,2433,41,1,3,0,0.051993746,,
789646158,49,$40K - $60K,5,3297,66,1,3,0,0.0021341029,,
712423233,44,$60K - $80K,4,3752,71,3,3,0,0.0012365733,,
719806233,36,$120K +,3,2686,59,2,3,0,0.2971436,,
786509358,44,$80K - $120K,3,2051,36,1,0,0,0.0014594912,,
711502908,44,$60K - $80K,6,3550,68,2,3,0,0.002220092,,
748617858,35,$60K - $80K,4,2968,65,2,0,0,0.008347852,,
721532583,45,$80K - $120K,5,1995,39,3,2,1,0.40579477,,
789244308,56,$80K - $120K,6,3986,64,1,3,0,0.0005797142,,
709330383,37,Less than $40K,4,3283,74,3,3,0,0.0005878326,,
719136183,48,Less than $40K,6,3410,69,1,3,0,0.00035946682,,
716939358,43,Unknown,6,4632,67,3,2,0,0.14782001,,
778155558,45,$80K - $120K,3,3560,71,1,3,0,0.0007742698,,
713461533,54,$80K - $120K,4,3042,73,2,3,0,0.0019358342,,
803776533,46,$60K - $80K,3,2118,52,3,2,0,0.92264324,,
714857508,44,Unknown,5,3939,69,2,2,0,0.0017047265,,
720348933,44,$60K - $80K,4,3060,60,3,3,0,0.0093913395,,
721158108,38,$60K - $80K,3,3982,72,2,2,0,0.005649286,,
789043008,55,Less than $40K,4,2058,70,2,2,0,0.18542023,,
713362158,50,$120K +,4,3519,70,1,2,0,0.0006217687,,
712623258,42,Less than $40K,2,2272,42,3,2,1,0.9980761,0.52577096,Test
708494583,49,Less than $40K,4,3731,53,1,3,0,0.014491188,,
718394658,31,Less than $40K,3,2366,62,1,0,0,0.04339856,,
719398158,51,$80K - $120K,6,3912,76,1,3,0,0.0001557398,,
711885258,47,Less than $40K,5,2078,42,3,2,0,0.20713331,,
789161358,30,Less than $40K,3,2666,46,1,0,0,0.0059517124,,
787581858,46,$120K +,3,3612,59,2,2,0,0.008429422,,
779198133,45,Less than $40K,3,3530,61,3,3,0,0.0055333674,,
708314808,53,Unknown,5,1570,40,1,2,0,0.012510542,,
720508233,62,$40K - $60K,3,1898,42,4,2,1,0.97237575,,
717134058,65,Unknown,5,4028,81,1,3,0,8.531639e-05,,
783366483,44,Unknown,4,3242,74,3,2,0,0.0052376688,,
715412583,51,$40K - $60K,6,3815,65,1,3,0,0.0008440715,,
719562108,28,Less than $40K,6,2671,67,3,3,0,0.0013374806,,
754457883,49,Less than $40K,4,1876,35,2,3,0,0.028440258,,
742552683,44,Less than $40K,6,4208,86,2,0,0,0.00038219427,,
711455133,55,$120K +,5,2481,42,3,2,0,0.17212737,,
716387733,49,$60K - $80K,1,1693,25,4,2,1,0.9930692,0.3518369,Low priority
772571508,34,Less than $40K,4,2311,43,1,3,0,0.31558704,,
718815108,50,$80K - $120K,3,3420,81,3,3,0,0.00066505454,,
719266158,42,$80K - $120K,5,3434,65,3,3,0,0.007947891,,
720708183,53,$40K - $60K,5,4758,83,1,3,0,0.00032358823,,
767523933,53,$60K - $80K,4,3938,69,1,3,0,0.00017738281,,
797466033,32,$40K - $60K,3,2880,69,2,0,0,0.0053386684,,
771886233,48,$60K - $80K,6,1941,51,3,3,0,0.0047363373,,
712612233,35,$60K - $80K,3,2067,59,3,2,0,0.09234239,,
716516208,45,$80K - $120K,4,3748,64,2,3,0,0.006969875,,
709950858,45,$80K - $120K,4,3458,71,2,3,0,0.0008267278,,
779882508,53,$40K - $60K,5,3364,69,3,2,0,0.004639762,,
717472833,42,$80K - $120K,6,4253,73,3,2,0,0.001764547,,
712665633,43,Less than $40K,6,3472,51,1,2,0,0.056906622,,
709562358,55,Less than $40K,6,4456,79,1,3,0,0.0002119104,,
715391433,38,$60K - $80K,5,2143,41,4,2,0,0.1200506,,
708722583,39,Less than $40K,5,3024,64,3,0,0,0.0023979375,,
720452508,51,Unknown,4,3848,74,3,3,0,0.0019028253,,
714566958,44,$80K - $120K,4,2291,40,2,2,0,0.5567201,,
816084333,42,$120K +,5,3260,63,2,3,0,0.0034218584,,
806179683,63,$40K - $60K,5,4433,68,3,0,0,0.0033426876,,
806244183,39,$60K - $80K,5,4544,84,1,3,0,0.00046235826,,
787999533,52,$120K +,4,3595,68,2,0,0,0.009808909,,
718358808,57,Less than $40K,5,3758,61,3,2,0,0.07226989,,
718474683,36,$120K +,3,3092,67,3,3,0,0.0008549759,,
716908158,42,Less than $40K,6,3299,64,2,3,0,0.07443328,,
713984208,52,$40K - $60K,5,4029,72,2,3,0,0.002568734,,
713013483,40,Less than $40K,5,3754,58,3,0,0,0.038480967,,
754599558,40,Less than $40K,5,3825,70,3,3,0,0.0005923299,,
788739633,38,$120K +,3,2136,40,1,3,1,0.940751,,
712411908,44,$60K - $80K,4,4071,67,2,2,0,0.0034203478,,
717538683,43,$120K +,3,3204,64,2,3,0,0.008327036,,
709447908,45,$60K - $80K,4,3281,63,3,0,0,0.008543099,,
816834933,34,Unknown,6,2652,64,2,3,0,0.016755132,,
718963158,49,$120K +,5,3230,64,3,3,0,0.05306337,,
714358008,53,Unknown,3,4659,72,1,3,0,0.0010674029,,
720758808,38,$60K - $80K,5,1995,54,1,3,1,0.82132745,,
708255633,36,$80K - $120K,3,3240,65,2,2,0,0.0042915526,,
716101308,48,$40K - $60K,6,4251,60,3,2,0,0.02712523,,
715986258,53,$40K - $60K,3,4037,68,3,2,0,0.0025940076,,
715858008,49,$40K - $60K,2,1224,31,3,2,1,0.9819124,0.5103979,Test
806226933,37,$120K +,6,3660,59,1,3,0,0.0016136611,,
708361833,44,$80K - $120K,3,3650,80,2,3,0,0.0015707249,,
778422933,42,Unknown,4,3323,56,2,3,0,0.010475707,,
708957183,48,$40K - $60K,3,2198,41,1,0,0,0.08215355,,
718000383,60,Unknown,3,4274,64,3,2,0,0.0060001053,,
714466458,49,Unknown,4,3400,76,3,0,0,0.00044370038,,
719608308,37,$60K - $80K,3,2927,73,2,3,0,0.006648695,,
792995808,57,$40K - $60K,5,3474,67,4,2,0,0.009462909,,
716211258,59,Less than $40K,6,1966,43,5,2,0,0.48863453,,
779289033,46,Unknown,4,3328,61,1,2,0,0.0009859271,,
719356008,39,Less than $40K,4,4548,69,3,3,0,0.005302717,,
718503108,40,$120K +,3,3792,77,3,3,0,0.0011438351,,
779661033,49,$60K - $80K,5,3503,66,2,3,0,0.0019962196,,
813053733,53,$120K +,3,3029,49,3,2,1,0.97973907,,
718354683,59,$40K - $60K,6,3646,77,3,3,0,0.00085720164,,
720529308,63,$60K - $80K,5,1805,46,3,3,1,0.88644546,,
787578183,36,$80K - $120K,5,3204,68,3,3,0,0.008011247,,
737952333,64,Less than $40K,3,3435,65,1,2,0,0.008064574,,
779498058,39,$80K - $120K,5,2006,34,3,2,0,0.026475383,,
799707858,50,Less than $40K,6,3584,57,1,3,0,0.0018818743,,
719543208,38,Unknown,5,3789,72,3,2,0,0.0016950398,,
797743233,45,$60K - $80K,3,4542,77,2,2,0,0.001980856,,
710658483,47,$40K - $60K,2,2098,46,3,2,1,0.9978393,0.55354494,Test
715399908,54,Unknown,5,4175,67,3,2,0,0.004929965,,
710288883,40,Less than $40K,4,5054,73,1,2,0,0.00071808964,,
719912808,52,$60K - $80K,3,4288,72,3,2,0,0.0031890904,,
720247158,63,Unknown,6,3787,68,3,3,0,0.0010533249,,
718672233,48,Unknown,3,3395,63,2,2,0,0.004333238,,
789593058,46,$60K - $80K,3,3311,84,2,3,0,0.0004190215,,
710278458,52,$80K - $120K,4,1643,43,3,2,1,0.8838551,,
714467733,45,$60K - $80K,3,4178,69,2,2,0,0.0005836035,,
803026008,48,$80K - $120K,3,3463,65,6,2,0,0.007449173,,
772000533,59,$60K - $80K,4,1809,23,3,2,0,0.29373714,,
811035483,47,$120K +,2,1641,35,4,2,1,0.990126,0.40190962,Low priority
715480983,55,Less than $40K,5,3403,68,2,2,0,0.00313393,,
819997983,53,$80K - $120K,6,1453,26,1,3,0,0.00013324863,,
807593058,41,$40K - $60K,3,2003,29,2,2,1,0.98815143,,
720437358,40,$40K - $60K,5,3596,69,1,0,0,0.00039044378,,
719465733,52,Less than $40K,6,4458,63,3,2,0,0.033497877,,
711978858,59,Less than $40K,6,4422,70,3,3,0,0.0012729482,,
814364808,36,Unknown,5,2624,46,3,3,0,0.18184258,,
788820933,59,$60K - $80K,3,3511,73,2,3,0,0.0004327053,,
713316558,41,$60K - $80K,3,3776,70,2,3,0,0.0019086684,,
779856483,38,$80K - $120K,4,3368,69,1,3,0,0.0010071377,,
717085983,44,$40K - $60K,6,4312,84,2,0,0,0.000957397,,
788030208,42,Less than $40K,1,1904,42,2,2,1,0.9957663,0.41511157,Test
709914858,48,Less than $40K,4,5169,84,1,3,0,0.00030270056,,
716111808,57,Less than $40K,5,1723,28,3,0,0,0.03131735,,
708618933,34,$120K +,6,3259,80,3,0,0,0.00044214615,,
720446508,50,Less than $40K,5,2681,57,3,0,0,0.43404135,,
756488883,41,$80K - $120K,6,2040,65,2,0,0,0.017400889,,
708414033,50,$40K - $60K,6,3730,66,3,0,0,0.00381198,,
756727233,49,$120K +,3,4895,66,2,2,0,0.006927256,,
720379533,47,$120K +,1,2066,37,3,2,1,0.9966468,0.2895548,Low priority
720340383,45,Less than $40K,4,4034,82,2,0,0,0.0004493833,,
771453033,47,$60K - $80K,5,3170,57,1,3,0,0.0012745721,,
708747708,43,$80K - $120K,4,2512,56,1,3,0,0.025798678,,
